,dialogue_id,utterance_id,caption
1817,185,5,Two men sitting on a couch with a paper.
1818,45,2,A woman holding a guitar in her hands.
1819,167,11,Two women in costumes standing next to each other.
1820,113,10,A man standing in a kitchen with a microwave.
1821,8,2,A man in a suit and tie talking on a cell phone.
1822,137,12,Two men standing next to each other in front of a wall.
1823,252,5,A man is looking at a paper while a woman is looking at a book.
1824,54,10,A man and a woman standing next to each other.
1825,166,2,Two men standing next to each other in front of a wall.
1826,252,2,A man standing in front of a brick wall.
1827,53,12,Two women standing next to each other in a room.
1828,56,9,A man and a woman are posing for a picture.
1829,69,0,A group of people sitting on a bench.
1830,0,1,A woman standing next to a man in a kitchen.
1831,127,0,Two women standing next to each other in a room.
1832,161,7,A man and woman are standing in a room.
1833,72,8,A woman in a hospital bed with a blue sheet.
1834,100,15,A woman sitting on a bed with a stuffed animal.
1835,7,4,A group of people sitting around a table.
1836,93,4,Two men standing next to each other in a room.
1837,168,7,A man and woman standing in a room.
1838,140,8,Two men standing in a kitchen next to each other.
1839,198,1,A man in a black shirt and tie standing in front of a mirror.
1840,205,2,A man is sitting on a couch while holding a remote.
1841,111,11,A man and a woman standing in a room.
1842,58,4,A man in a kitchen with a beard.
1843,54,3,A man and a woman sitting at a table.
1844,260,9,A man and woman standing next to each other.
1845,266,16,A man standing in front of a wall with a camera.
1846,196,1,A woman and a man sitting at a table with food.
1847,213,11,A man in a suit and tie sitting on a couch.
1848,111,6,A man and woman standing in a room.
1849,41,0,A man in a suit and tie talking on a phone.
1850,123,11,A woman in a blue dress is sitting at a table.
1851,246,1,A group of people sitting at a table with plates of food.
1852,217,4,A woman and a man are sitting on a couch.
1853,17,8,A group of people sitting on a couch.
1854,57,2,A woman sitting at a table with a sign.
1855,156,13,Two men in suits standing next to each other.
1856,226,5,A woman and a man sitting on a couch.
1857,111,9,A woman in a dress standing next to a man in a kitchen.
1858,187,4,Two women sitting at a table with a laptop.
1859,105,2,A woman in a dress standing next to a door.
1860,121,2,A woman and a man are talking on a cell phone.
1861,115,0,A building with a large window and a building in the background.
1862,95,17,A group of people standing around a table.
1863,80,8,A man standing in front of a shelf with a green shirt.
1864,65,10,Two people standing in a kitchen with a Wii controller.
1865,100,11,A child playing with a toy in a room.
1866,145,6,A man standing in front of a window with a blue shirt.
1867,246,0,A man sitting at a table with a cake.
1868,130,13,A man and woman sitting at a table with a laptop.
1869,165,3,A man and woman are standing in front of a mirror.
1870,226,6,A woman and a girl sitting on a couch.
1871,88,5,A man is playing a video game on a television.
1872,15,1,A woman and a man are standing together in a restaurant.
1873,42,2,A woman and a man sitting on a chair.
1874,96,13,A woman standing in a kitchen next to a refrigerator.
1875,152,0,A man sitting on a couch with a woman in a chair.
1876,250,7,A woman sitting on a couch with a blue chair.
1877,210,0,A woman standing in front of a door with a cell phone.
1878,184,8,Two women sitting on a couch with a blue chair.
1879,17,18,A woman standing in front of a wall with a camera.
1880,76,1,A man and woman standing next to each other holding candles.
1881,194,3,A man and woman sitting on a couch with a cup of coffee.
1882,165,2,A woman standing next to a man holding a banana.
1883,224,6,A person laying on a bed with a book.
1884,167,3,Two women in a room with a man in a tie.
1885,64,10,A man in a black shirt and a white shirt is talking on a cell phone.
1886,13,7,A woman in a blue shirt and a green tie.
1887,23,2,A man is looking at a paper while standing in front of a window.
1888,126,0,A man in a suit is standing outside of a building.
1889,171,8,A woman standing next to a man in a room.
1890,213,6,A man sitting on a chair with a tie.
1891,72,10,A woman and a man are in a hospital bed.
1892,95,6,A woman holding a cell phone in her right hand.
1893,59,2,A woman in a blue dress standing in front of a sink.
1894,97,9,A woman is talking on a phone while sitting at a table.
1895,68,9,A woman eating a piece of cake while sitting on a couch.
1896,254,2,A man and woman standing next to each other.
1897,70,17,Two men standing next to each other in front of a door.
1898,143,8,A man sitting on a couch with a colorful scarf.
1899,61,0,A man and woman standing next to each other.
1900,9,1,"A living room with a couch, chair, and a table."
1901,140,0,A man standing in front of a kitchen counter.
1902,212,2,A woman standing next to a man in a room.
1903,233,9,A woman standing next to a man in a room.
1904,12,17,A man in a red shirt and blue shirt is smiling.
1905,112,20,A group of people standing around a room.
1906,22,16,A man and woman standing in a store.
1907,163,0,A man and woman sitting on a couch.
1908,56,11,A man and woman are posing for a picture.
1909,41,2,A woman in a dress standing in front of a door.
1910,215,9,A man and woman are standing together in a store.
1911,9,15,A group of women sitting on a couch.
1912,125,8,A woman and a man sitting on a chair.
1913,106,0,A man and a woman standing next to each other.
1914,114,5,A man in a red shirt and black pants sitting on a couch.
1915,147,1,A woman standing in front of a mirror with a man standing next to her.
1916,218,1,A man and a woman holding baby in a room.
1917,166,5,Two men standing next to each other in a room.
1918,208,11,A woman is eating a piece of food.
1919,199,2,A woman sitting on a couch with a child.
1920,222,11,Two women are standing in a kitchen together.
1921,148,0,A man and woman standing next to each other.
1922,167,13,Two women are talking on the phone while one of them is holding a green ribbon.
1923,266,11,A woman in a red dress standing in front of a wall.
1924,52,5,A man in a blue shirt and a man in a gray shirt and tie.
1925,17,13,A woman in a suit and tie standing next to a man.
1926,8,0,A man in a suit talking on a cell phone.
1927,198,3,A man standing in front of a counter with a blender.
1928,245,0,A woman sitting on a couch in a room.
1929,153,8,A woman and a man are standing in a kitchen.
1930,225,1,A woman sitting on a couch with a bowl of soup.
1931,129,2,A group of people standing around each other.
1932,185,2,A man sitting on a couch with a laptop.
1933,181,4,A group of people sitting around a table.
1934,35,2,A group of people standing around a table.
1935,158,1,A desk with a laptop computer and a book.
1936,121,3,A woman and a man are reading a book.
1937,60,1,A couple of people sitting on a couch.
1938,179,2,A man in a tie is talking on a cell phone.
1939,53,11,A woman standing in front of a store with a young girl.
1940,99,7,A man is standing in front of a white bathroom sink.
1941,179,3,A man in a tie is talking on a cell phone.
1942,268,1,A man and woman are standing together in a room.
1943,243,2,A woman standing in front of a painting.
1944,15,5,Two men sitting on a couch with a remote.
1945,65,2,Two men standing in a kitchen with a book.
1946,169,20,Two women are standing in a room with a wall.
1947,86,5,Two men sitting at a table with plates of food.
1948,124,4,Two people standing next to each other in a room.
1949,113,8,A man and a woman standing in a kitchen.
1950,219,0,A man and woman sitting at a table with a cake.
1951,184,0,Two women sitting on a couch with their phones.
1952,169,5,A group of women sitting around a table.
1953,229,8,A woman and a man are playing a video game.
1954,201,2,A man in a suit and tie holding a baseball bat.
1955,258,8,A man sitting on a couch with a remote.
1956,168,2,A man in a white shirt and tie standing in front of a computer.
1957,118,7,A couple of people sitting on a couch.
1958,261,3,A man standing in a living room next to a woman.
1959,230,5,A woman sitting on a chair in a room.
1960,242,7,A man in a suit and tie standing in front of a store.
1961,88,2,A group of people sitting on a couch with a dog.
1962,163,4,A man and woman are sitting on a couch.
1963,139,1,A woman in a blue shirt and a purple tie sitting on a couch.
1964,112,16,A man standing next to a woman holding a Wii controller.
1965,153,11,Two men standing next to each other holding a skateboard.
1966,246,3,A man sitting at a table with a cake.
1967,224,8,A person laying in bed with a book in their hand.
1968,164,7,A man sitting on a couch with a woman.
1969,120,5,A woman and a man sitting at a table.
1970,274,0,A man standing in front of a table with a tablecloth.
1971,125,16,A man standing in front of a door talking on a cell phone.
1972,247,2,A woman standing next to a man in a room.
1973,2,9,A person standing in a room with a large bed.
1974,49,5,A man and a woman standing in a kitchen.
1975,153,1,A man and a woman standing next to each other.
1976,113,3,Two women are sitting on a counter in a kitchen.
1977,1,7,A man sitting in bed with a laptop computer.
1978,34,5,Two girls sitting on a couch with a man.
1979,45,8,A woman in a blue dress standing in a kitchen.
1980,270,13,A man standing in front of a table with a book.
1981,171,7,A man and woman are brushing their teeth together.
1982,17,11,A man and woman standing next to each other.
1983,125,17,A man is standing in front of a mirror.
1984,120,9,A woman in a blue shirt and blue jeans sitting at a table with a bowl of fruit.
1985,41,7,A group of people standing around a living room.
1986,124,12,A group of people standing around a room.
1987,278,5,A woman holding a book and a paper.
1988,169,8,A man and woman standing next to each other.
1989,70,15,Two men standing next to each other in front of a door.
1990,260,10,A man and woman standing next to each other.
1991,243,4,A woman in a black dress is standing in front of a door.
1992,75,1,A man in a suit and tie standing next to a woman.
1993,137,6,Two men standing in front of a door in a room.
1994,68,8,A woman sitting on a couch with a man eating a cake.
1995,13,1,A man and woman sitting on a couch with a remote.
1996,166,12,Two men standing next to each other in a room.
1997,60,0,A man and a woman sitting on a couch.
1998,168,13,A man standing next to another man in a room.
1999,11,4,A woman in a dress standing next to a door.
2000,245,3,A young man sitting on a couch holding a laptop.
2001,251,4,A woman sitting on a couch with a phone.
2002,244,19,Two men standing next to each other in front of a refrigerator.
2003,261,1,A group of people standing around a kitchen.
2004,266,10,A man standing in front of a wall with a green plant in his hand.
2005,172,2,A man and a woman standing next to each other.
2006,195,6,A woman in a black dress standing in a kitchen.
2007,75,0,A woman standing in front of a table with a microphone.
2008,60,4,A man and woman sitting on a bench.
2009,177,1,A man and a woman standing next to each other.
2010,140,5,A man standing in a room with a man in the background.
2011,201,6,A man and a woman standing in front of a mirror.
2012,169,19,A woman in a pink dress standing in a kitchen.
2013,273,3,A group of people standing next to each other.
2014,175,4,A man standing next to a woman in front of a wall.
2015,122,0,A man and woman are standing together in a room.
2016,177,0,A woman standing in a room holding a Nintendo Wii game controller.
2017,189,5,A man taking a picture of a woman taking a picture of herself.
2018,32,11,A woman in a dress standing next to a refrigerator.
2019,232,8,A man and woman sitting at a table with a laptop.
2020,73,5,A group of people standing around a soccer ball.
2021,95,8,A woman and a man standing next to each other.
2022,164,1,A group of people sitting on a couch with a laptop.
2023,214,1,A man standing in front of a building with a cell phone.
2024,130,4,A man and woman sitting at a table with a laptop.
2025,70,10,A man standing next to a man in a room.
2026,144,2,A woman standing next to a man at a table.
2027,182,7,A man standing next to a cake with candles.
2028,230,2,A woman sitting on a couch holding a game controller.
2029,117,8,A man standing in front of a wall with a camera.
2030,182,0,A man and woman standing next to a sign.
2031,116,3,A man standing in front of a window looking at something.
2032,150,2,A couple of people sitting on a couch.
2033,279,4,Two women are playing a game with a Nintendo Wii controller.
2034,37,1,A woman and a man standing in a kitchen.
2035,169,13,A man and a woman standing next to each other.
2036,239,6,A man and a woman standing next to each other.
2037,14,1,A man and woman standing next to each other.
2038,56,0,A man and woman are in a room together.
2039,257,3,A group of people standing next to each other.
2040,124,11,A woman standing in a room with a suitcase.
2041,228,0,A man and a woman sitting on a couch in front of a store.
2042,129,1,A group of people standing around each other.
2043,222,7,A woman in a kitchen with a woman in a kitchen.
2044,183,3,A man sitting on a bench with a woman in a dress.
2045,226,8,Two girls sitting on a couch with one girl holding a pink object.
2046,103,2,A man in a blue shirt and blue pants standing in a kitchen.
2047,132,18,A group of people standing around a room.
2048,212,1,A group of people standing next to each other.
2049,174,9,A woman is talking on a cell phone in a room.
2050,141,2,A man and a woman standing next to each other.
2051,7,3,A man sitting at a table with a bottle of beer.
2052,193,2,A group of men sitting at a table with laptops.
2053,24,3,Two women are sitting on a bed in a hospital.
2054,169,3,A woman and a man are standing together in a room.
2055,222,4,A woman in a dress standing next to a wall.
2056,137,0,A woman and a man are looking at a computer.
2057,117,0,A group of people dressed in costumes standing in a room.
2058,267,0,A group of people playing a game with remote controllers.
2059,55,0,A woman standing next to a woman in a room.
2060,59,0,A woman is cutting a piece of pink paper.
2061,272,1,A car parked in front of a fence with a man walking by.
2062,196,0,A man standing in front of a shelf with a bunch of clocks.
2063,238,1,Two men in a room with a television.
2064,90,5,A woman in a purple shirt and a blue tie.
2065,68,1,A woman sitting on a couch with a book.
2066,28,15,A woman in a black dress holding a black object.
2067,229,2,A woman and a man are sitting on a chair.
2068,130,10,A man and woman are standing in front of a table.
2069,171,3,A man and woman standing next to each other.
2070,152,3,A man and woman sitting on a couch.
2071,124,8,A group of people standing around a room.
2072,47,9,A woman standing in front of a counter with a blender.
2073,160,4,A woman sitting on a chair in a room.
2074,252,1,A man in a green shirt and a woman in a green shirt.
2075,123,0,A woman standing in front of a kitchen window.
2076,153,9,A man and a woman standing next to each other.
2077,13,2,A man sitting on a chair with a woman sitting on a couch.
2078,251,2,A man and a woman sitting on a couch.
2079,53,1,A woman in a dress standing in front of a table.
2080,131,5,A woman and a man are standing together in a room.
2081,175,9,A woman standing next to a man in a store.
2082,211,3,A man and a woman standing next to each other.
2083,126,8,A doll is sitting on a chair in a living room.
2084,137,7,A man and a woman standing next to each other.
2085,160,6,A woman sitting on a chair with a remote.
2086,96,14,A woman in a blue dress standing in a kitchen.
2087,186,3,A man sitting on a couch talking on a cell phone.
2088,132,13,A man and a woman standing next to each other.
2089,210,4,A man and woman standing next to each other.
2090,5,8,A woman sitting on a chair with a child.
2091,49,14,A man and a woman standing next to each other.
2092,125,1,A woman in a pink dress sitting in a chair.
2093,13,5,Two women sitting on a couch with a cake.
2094,77,4,A group of young men standing next to each other.
2095,158,3,A woman sitting at a table with a laptop.
2096,266,15,A woman in a red dress standing in front of a door.
2097,170,0,A woman standing next to a man in a kitchen.
2098,9,6,A man in a suit and tie standing in front of a television.
2099,54,11,A woman is sitting in a chair with a microphone.
2100,175,22,A group of people standing around a kitchen.
2101,17,2,A man sitting on a couch with a woman sitting on a couch.
2102,110,5,A man in a suit and tie standing next to a woman.
2103,161,4,A man standing in a room holding a remote.
2104,190,1,A man and woman sitting at a table with a man in a white shirt and a woman in
2105,124,2,A group of people sitting around a room.
2106,254,6,A man in a suit and tie standing next to a woman.
2107,38,0,A group of people standing around a table.
2108,49,8,A man standing in a kitchen next to a stove.
2109,12,18,A woman sitting at a table with a man and a child.
2110,279,15,A woman is standing in front of a flower pot.
2111,198,6,A man in a white shirt and tie standing in front of a computer.
2112,129,0,A group of people standing around in a room.
2113,3,1,A man and a woman standing next to each other.
2114,237,9,A man in a tie standing in front of a mirror.
2115,186,2,Two men sitting on a couch with a remote.
2116,76,18,A woman and a man standing in a room.
2117,48,2,A woman standing in front of a computer screen.
2118,70,2,A man and woman sitting on a couch talking.
2119,139,7,A woman with a blue hair and a purple tie.
2120,259,9,A woman in a red shirt holding a Nintendo Wii controller.
2121,185,1,A man sitting on a couch with a book.
2122,39,7,A woman in a suit and tie sitting in a chair.
2123,110,2,A group of people standing around a table with plates of food.
2124,92,5,A woman holding a Nintendo Wii game controller.
2125,169,14,A man and a woman standing next to each other.
2126,58,5,A woman in a blue shirt is using a laptop.
2127,64,15,A man wearing a tie and a blue shirt.
2128,221,1,A group of people sitting around a table eating.
2129,189,2,A man with a backpack and a woman with a cell phone.
2130,17,16,A woman standing in front of a window holding a cell phone.
2131,271,3,A man in a black shirt and sunglasses talking on a cell phone.
2132,121,0,A man and woman are sitting on a chair.
2133,68,11,A woman and a boy sitting on a bed.
2134,103,0,A man standing in front of a refrigerator with a toothbrush in his mouth.
2135,139,9,A group of people sitting around a table.
2136,167,14,A man in a suit and tie standing in front of a wall.
2137,132,14,A man and a woman standing next to each other.
2138,49,15,A woman and a man standing next to each other.
2139,170,3,A man and a woman standing next to each other.
2140,260,5,A woman standing next to a man in a kitchen.
2141,229,10,A man standing next to a wall holding a camera.
2142,227,3,A woman is looking at a child on a bed.
2143,221,2,A man in a suit standing in a doorway.
2144,259,14,Two men sitting on a couch with a laptop.
2145,167,9,A woman is sitting at a table with a laptop.
2146,7,1,Two women sitting on a couch with flowers.
2147,241,4,A woman in a blue dress is sitting on a couch.
2148,252,16,Two men sitting at a table with a cup of coffee.
2149,182,3,A woman wearing a hat and holding a cell phone.
2150,266,6,A man standing in front of a television in a room.
2151,107,3,A woman in a black dress and a man in a black dress.
2152,167,6,A man standing in front of a wall holding a remote.
2153,33,9,Two women sitting on a couch with a book.
2154,112,3,A woman standing next to a man in a room.
2155,3,3,Two men standing in a room with a television.
2156,56,6,A man and a woman are posing for a picture.
2157,36,1,A woman standing in a kitchen next to a table.
2158,88,10,Two women sitting on a couch with a remote.
2159,195,10,A man and woman standing in front of a mirror.
2160,229,1,A woman and a man are posing for a picture.
2161,72,13,A woman and a man in a hospital bed.
2162,100,3,A woman sitting on a bench with a bottle of water.
2163,146,4,A man standing in front of a window holding a book.
2164,225,5,A man holding a stuffed animal in his hand.
2165,158,5,A woman in a black dress is standing in front of a mirror.
2166,56,10,A man and a woman are posing for a picture.
2167,259,4,A young man is sitting on a couch.
2168,101,3,A woman in a black dress holding a black bat.
2169,201,3,A man standing next to a woman in front of a table.
2170,52,0,Two men are playing a game with a Nintendo Wii controller.
2171,112,12,A man and woman are playing a video game.
2172,139,8,A woman in a blue shirt and purple tie sitting on a couch.
2173,102,8,A woman in a dress is looking at her cell phone.
2174,279,14,A woman in a dress holding a cell phone.
2175,13,4,A woman sitting on a couch with a cat.
2176,234,13,A man and a woman are playing a video game.
2177,190,0,A group of people sitting in chairs in a room.
2178,95,11,A woman and a man standing next to each other.
2179,229,4,A man and a woman standing next to each other.
2180,108,9,A woman laying on a bed with a blue blanket.
2181,158,0,A woman is working on a laptop computer.
2182,278,4,A woman holding a book and a laptop.
2183,189,1,A man standing in front of a building with a large clock.
2184,198,9,A group of men standing around a table with a bunch of doughnuts.
2185,76,7,A man and woman standing next to each other.
2186,196,7,A man standing in front of a wall with a camera.
2187,25,14,Two women standing next to each other in a kitchen.
2188,178,1,A woman in a blue dress sitting on a chair.
2189,138,2,A man standing in front of a door with a teddy bear.
2190,86,1,A woman standing in front of a table with a cake.
2191,123,13,A woman in a blue dress standing in front of a bed.
2192,184,13,A woman sitting on a couch with a blue and white cat.
2193,38,1,Two men standing next to each other in a dark room.
2194,244,18,A man and woman standing in front of a house.
2195,170,4,A man and woman are standing next to each other.
2196,72,9,A woman in a hospital bed with a blue sheet.
2197,147,6,A woman is standing in front of a wall with a sign.
2198,240,2,A woman in a dress standing next to a statue.
2199,150,4,A man and woman are talking on a cell phone.
2200,137,3,A woman in a blue shirt and a man in a pink shirt.
2201,118,8,A man and a woman sitting at a table.
2202,278,16,A woman is sitting at a table with a laptop.
2203,231,0,A man sitting on a couch with a remote.
2204,53,7,Two women are standing in a room with a wall.
2205,223,1,A man standing in a kitchen next to a stove.
2206,215,2,A man and woman talking on a cell phone.
2207,29,12,A man and a woman standing next to each other.
2208,93,1,A man standing in front of a wall with a remote.
2209,43,3,A man and a woman standing next to each other.
2210,139,4,A woman is standing in front of a table with a woman sitting on it.
2211,159,0,A man in a blue shirt and a green tie.
2212,180,4,A woman sitting on a couch with a man in a chair.
2213,70,8,A man standing in front of a window.
2214,267,2,Two men standing in a room with a microphone.
2215,53,8,A woman and a man standing next to each other.
2216,42,4,A man in a white shirt and a black shirt is smiling.
2217,201,7,Two men standing next to each other in a room.
2218,194,4,A man and woman are sitting on a couch.
2219,60,2,A man and woman sitting on a couch with a remote.
2220,126,11,A woman and a child are sitting on a couch.
2221,70,9,A group of men standing next to each other.
2222,215,7,A man and woman are standing next to each other.
2223,46,3,A group of people sitting on a stage playing guitar.
2224,241,8,A woman standing next to a man in a store.
2225,163,1,A man and woman sitting on a couch.
2226,125,4,A woman sitting on a chair with a man.
2227,217,10,A woman is sitting on a bed with a flower arrangement.
2228,199,1,A woman sitting on a couch with a dog.
2229,112,13,A man and woman standing next to each other.
2230,233,12,A woman standing in a kitchen with a blender.
2231,107,12,A man and a woman sitting on a couch.
2232,201,5,A man and a woman standing next to each other.
2233,33,5,A woman is holding a stuffed animal in her hand.
2234,192,1,A woman sitting on a bench with a piece of luggage.
2235,68,4,A man sitting on a couch with a box of ice cream.
2236,199,7,Two women are playing a video game together.
2237,117,4,Two men standing next to each other in a bathroom.
2238,175,14,A man standing in front of a wall holding a Wii controller.
2239,125,22,A man standing in front of a wall with a camera.
2240,69,3,A man in a red shirt is working on a machine.
2241,30,5,A woman standing next to a man in a store.
2242,80,3,Two women standing next to each other in a kitchen.
2243,173,13,A woman standing next to a man in front of a house.
2244,17,7,A man and woman sitting on a couch with a picture of a dog.
2245,162,5,A man standing in front of a wall with a computer.
2246,205,1,A group of people sitting around a living room.
2247,54,0,A group of people sitting around a table.
2248,73,7,A group of people standing around a soccer ball.
2249,168,12,A woman in a uniform standing in front of a computer.
2250,21,3,A woman holding a carrot in her hand while a man watches.
2251,47,0,Two men are standing in a kitchen with a microwave.
2252,54,7,A man and a woman standing next to each other.
2253,87,0,A man sitting on a couch with a phone in his hand.
2254,125,15,A man standing in front of a door holding a Nintendo Wii controller.
2255,116,0,A man and woman in a hospital bed with a stuffed animal.
2256,124,14,A woman in a black dress and a man in a black dress.
2257,171,4,A crowd of people standing around a stage.
2258,96,2,A woman standing next to a man in a room.
2259,153,4,A man sitting on a couch with a young boy.
2260,47,8,A woman standing in front of a counter with a blender.
2261,175,18,A man standing in front of a mirror looking at something.
2262,231,2,A blurry picture of a blurry picture of a blurry picture.
2263,184,3,A woman in a blue dress is sitting on a couch.
2264,116,7,A woman laying in bed with a white blanket.
2265,253,3,Two men standing in a room with a wall in the background.
2266,111,5,A man standing in a kitchen next to a table.
2267,49,10,A man in a black shirt and a black tie standing in a kitchen.
2268,22,10,A man and a woman standing next to each other.
2269,254,10,A man in a suit holding a Nintendo Wii game controller.
2270,262,15,A man in a suit and tie sitting at a table.
2271,130,15,A man and woman sitting at a table with a laptop.
2272,52,10,A man sitting on a couch with a remote in his hand.
2273,268,12,A man and woman sitting at a table with a man in a suit.
2274,72,11,A woman and a man in a hospital bed.
2275,156,10,Two men standing next to each other in a room.
2276,244,9,A man in a tie standing in front of a fireplace.
2277,18,1,A woman in a blue dress and a man in a purple dress.
2278,231,9,Two men standing in front of a window looking at something.
2279,107,6,A woman and a man are looking at a cell phone.
2280,10,2,A man sitting on a chair with a cell phone.
2281,160,7,A woman sitting on a chair with a remote control.
2282,173,10,A woman sitting on a couch with a laptop.
2283,155,8,A woman in a black dress standing in front of a television.
2284,64,12,A man sitting at a table with a woman.
2285,163,3,A man and woman sitting on a couch.
2286,237,5,A man in a tie is reading a book.
2287,70,18,A man standing next to a woman in a room.
2288,7,6,A group of people sitting around a table.
2289,108,7,A blue bed with a woman in a blue dress and a blue chair.
2290,129,4,A group of people standing around in a room.
2291,93,3,A man standing in front of a mirror with a microphone.
2292,123,12,A woman standing in a kitchen next to a table with a cake.
2293,196,2,A woman in a blue shirt and a blue tie talking on a cell phone.
2294,268,6,A man and woman are standing in front of a computer.
2295,184,12,A woman sitting on a couch with a blue chair.
2296,83,0,A group of people sitting at a table with plates of food.
2297,131,7,A woman holding a cell phone in her hand.
2298,132,10,A man and a woman standing next to each other.
2299,214,2,A man standing in front of a wall with a clock.
2300,191,8,A woman sitting on a couch with a man sitting on a couch.
2301,3,4,A man with glasses and a mask standing next to a woman.
2302,52,2,A man sitting on a couch with a laptop.
2303,131,4,A woman and a man are standing together in front of a wall.
2304,75,4,A woman standing next to a man in a room.
2305,244,7,A man in a red shirt and tie standing in front of a window.
2306,255,0,A group of people sitting around a table.
2307,100,1,A woman sitting on a table with a bunch of stuffed animals.
2308,76,15,A man and woman standing next to each other.
2309,7,2,A group of people sitting on a couch.
2310,195,9,A woman standing in a room with a table and chairs.
2311,192,9,A man and woman standing around a table with a cake.
2312,154,5,A man sitting on a chair with a laptop.
2313,250,0,A woman in a blue dress is talking on a cell phone.
2314,146,3,A woman standing in front of a wall with a painting.
2315,38,3,A man in a red shirt and a black shirt.
2316,211,2,A man standing in front of a display of clothing.
2317,90,1,A man in a black shirt and a black tie.
2318,58,1,A man standing in front of a door with a red wall.
2319,12,9,A man sitting at a table with a laptop.
2320,37,2,A woman in a green shirt is standing in front of a microwave.
2321,244,8,A man in a tie is looking at his phone.
2322,130,12,A man and woman are looking at a paper.
2323,232,9,A man standing next to a woman in front of a wall.
2324,175,1,A woman and a man are sitting on a couch.
2325,231,1,A blurry picture of a blurry picture of a blurry picture.
2326,139,2,A woman in a black dress is talking on a cell phone.
2327,123,8,A woman standing in front of a shelf of bottles.
2328,216,3,A man and a woman standing next to each other.
2329,56,8,A man and woman are posing for a picture.
2330,176,1,A man and woman standing next to each other.
2331,112,8,A woman standing next to a man in a black jacket.
2332,178,2,A woman holding a stuffed animal in her hands.
2333,197,3,A man and woman standing next to each other.
2334,203,5,A woman sitting on a bench in front of a window.
2335,143,3,A woman in a blue dress sitting on a chair.
2336,25,10,Two women standing next to each other in a room.
2337,140,7,Two men standing in a kitchen next to each other.
2338,128,0,A woman is laying on a couch with a stuffed animal.
2339,102,7,A woman standing next to a man in a mirror.
2340,120,4,A man and woman are sitting at a table with a cake.
2341,7,0,Two girls sitting on a couch with a remote.
2342,80,1,Two women standing next to each other in a room.
2343,111,14,Two men standing next to each other in a room.
2344,1,1,A woman and a child are in a hospital bed.
2345,12,13,A woman sitting at a table with a plate of food.
2346,161,1,A woman is playing a video game in a living room.
2347,125,21,Two women standing in a kitchen with a man standing next to them.
2348,7,5,A group of people sitting around a table.
2349,109,4,A woman sitting at a table with a laptop.
2350,128,3,A man standing in front of a wall holding a blue and white object.
2351,12,12,A woman sitting at a table with a green tablecloth.
2352,129,5,A group of people standing around in a room.
2353,45,4,A woman in a blue dress standing in front of a living room.
2354,97,2,A woman is talking on a phone while standing in a kitchen.
2355,105,1,A man standing in a room with a chair and a cat.
2356,196,10,A woman sitting at a table with a man and a child.
2357,270,1,A woman in a blue shirt is standing in front of a wall.
2358,143,2,A woman in a blue dress is playing a video game.
2359,97,3,A woman talking on a cell phone while standing in a kitchen.
2360,9,16,A group of people sitting around a table playing a video game.
2361,120,3,A man and woman are sitting at a table.
2362,28,9,A man in a black shirt and tie standing in front of a building.
2363,199,9,A woman sitting on a couch with a purse.
2364,119,5,A woman standing in front of a mirror.
2365,111,13,A man and a woman standing next to each other.
2366,22,11,A man and a woman standing in front of a shelf.
2367,269,0,A man sitting on a chair with a woman sitting on a couch.
2368,89,1,Two men are playing a video game on a television.
2369,74,2,A group of people sitting on a couch in a room.
2370,62,0,A woman standing next to a man in a room.
2371,56,3,A man and woman are posing for a picture.
2372,76,2,A woman is playing a video game while a man watches.
2373,127,3,A man standing in front of a window looking at something.
2374,193,4,A group of people sitting in front of a screen.
2375,12,15,A group of people sitting around a table.
2376,167,12,A man in a suit and tie standing in front of a wall.
2377,120,1,A man and woman sitting at a table with a plate of food.
2378,257,1,A man and a woman are sitting in a bus.
2379,28,4,A woman sitting on a wall next to a man.
2380,252,11,A group of people sitting around a table.
2381,210,3,A man in a blue shirt and a woman in a pink shirt.
2382,66,3,A man standing in front of a wall with a sign.
2383,237,0,A woman in a dress holding a bat in a kitchen.
2384,124,9,A group of people standing around a room.
2385,70,4,A man and woman sitting on a couch together.
2386,144,4,A man and a woman are sitting at a table.
2387,130,0,A couple of people sitting at a table with a tablecloth.
2388,25,12,A man in a suit and tie standing next to a shelf.
2389,144,9,A man and woman standing next to each other.
2390,56,2,A man and a woman are posing for a picture.
2391,156,6,A man wearing a suit and tie standing in front of a wall.
2392,254,11,A man in a suit and tie standing next to a man in a suit and tie.
2393,17,23,A woman in a dress standing in front of a wall.
2394,9,14,A man in a black shirt and black tie holding a camera.
2395,29,10,A group of people standing around a room with a bunch of luggage.
2396,211,5,A woman standing next to a man in a store.
2397,274,4,A man in a suit and tie standing in front of a door.
2398,215,8,A man and woman are standing next to each other.
2399,272,4,A group of people standing next to each other.
2400,214,7,A man in a suit holding a baseball bat.
2401,161,0,A woman is standing in front of a painting.
2402,259,11,Two men sitting on a couch with one of them holding a remote.
2403,115,1,A man holding a Nintendo Wii game controller.
2404,147,2,A group of people standing around a room.
2405,251,0,A man and a woman sitting on a couch.
2406,164,8,Two men sitting on a couch with their legs crossed.
2407,241,1,A man sitting on a couch with a laptop.
2408,98,1,A woman in a black dress talking on a phone.
2409,28,0,A woman is playing a video game in a room.
2410,263,0,A man in a suit and tie standing in front of a wall.
2411,32,2,Two women standing next to each other in a living room.
2412,252,10,A group of people sitting around a table.
2413,183,5,A man sitting in a chair next to a woman.
